id,SEQ.,Usina,size,Number,Tipo,Delivery date,Leilao,Potencia,"Garantia
Física (MWmédio)",Lotes Vendidos,Preço (R$/MW),Localização,Fonte,Mod.,Invest. Previsto  (R$),empresa_consorcio,Year,price_US$,inv_US$,GDP growth,Risk (EMBI+),Gross capital formation (% of GDP),FDI (% of GDP),Primary energy consumption (exajoules),G,exch,inv US$ billion
674,32,EOL Verace 27,0.026,39,A-3,2016,Leilão 9/2013,18,7.9,5.6,123.9,nocity / RS ,Vento,PIE,"86,516,240.00","Consórcio Verace 27: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,36941178,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.036941178
675,33,EOL Verace 28,0.026,39,A-3,2016,Leilão 9/2013,14,5.9,4.2,123.9,nocity / RS ,Vento,PIE,"67,290,400.00","Consórcio Verace 28: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,28732024,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.028732024
676,34,EOL Verace 29,0.026,39,A-3,2016,Leilão 9/2013,20,8.3,5.9,123.9,nocity / RS ,Vento,PIE,"96,129,150.00","Consórcio Verace 29: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,41045751,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041045751
677,35,EOL Verace 30,0.026,39,A-3,2016,Leilão 9/2013,20,8.2,5.8,123.9,nocity / RS ,Vento,PIE,"96,129,150.00","Consórcio Verace 30: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,41045751,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041045751
678,36,EOL Verace 31,0.026,39,A-3,2016,Leilão 9/2013,10,4.2,3,123.9,nocity / RS ,Vento,PIE,"48,064,560.00","Consórcio Verace 31: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,20522869,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.020522869
679,37,EOL Verace 34,0.026,39,A-3,2016,Leilão 9/2013,16,6.7,4.7,123.9,nocity / RS ,Vento,PIE,"76,903,310.00","Consórcio Verace 34: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,32836597,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.032836597
680,38,EOL Verace 35,0.026,39,A-3,2016,Leilão 9/2013,14,5.8,4.1,123.9,nocity / RS ,Vento,PIE,"67,290,400.00","Consórcio Verace 35: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,28732024,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.028732024
681,39,EOL Verace 36,0.026,39,A-3,2016,Leilão 9/2013,24,9.7,6.8,123.9,nocity / RS ,Vento,PIE,"115,354,960.00","Consórcio Verace 36: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,49254893,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.049254893
682,7,PCH Santo Cristo,0.053,19,A-5,2018,Leilão 6/2013,19.5,10.8,0.5,129,nocity / SC ,hidro,PIE,"165,698,690.00",Eletrosul Centrais Elétricas S.A.,2013,55.08112724,70750935,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.070750935
683,18,UTE Guarani Tanabi,0.053,19,A-5,2018,Leilão 6/2013,34,15,10.6,134.89,nocity / SP ,Bagaço de Cana,PIE,"93,750,000.00",Guarani S.A. ,2013,57.59607173,40029889,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.040029889
684,19,UTE Guarani Tanabi 2,0.053,19,A-5,2018,Leilão 6/2013,34,16,11.3,133.89,nocity / SP ,Bagaço de Cana,PIE,"85,676,600.00",Guarani S.A. ,2013,57.16908625,36582664,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.036582664
685,14,UTE Acre,0.02,50,A-5,2019,Leilão 6/2014,164,135.1,1100,206.9,nocity / AC,cavaco,PIE,"860,940,000.00",YSER Participações Energia S.A.,2014,77.91082994,324197921,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.324197921
686,4,UTE Mauá 3,0.02,50,A-5,2019,Leilão 6/2014,583,507.2,4844,203.5,nocity / AM,Gás Natural,PIE,"1,231,542,350.00",Amazonas Geração e Transmissão de Energia S.A.,2014,76.63051664,463752956,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.463752956
687,24,EOL Laranjeiras III,0.02,50,A-5,2019,Leilão 6/2014,26,11.5,115,136.5,nocity / BA,Vento,PIE,"97,447,900.00",Centrais Eólicas Assuruá S.A.,2014,51.40081338,36695248,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.036695248
688,25,EOL Laranjeiras IX,0.02,50,A-5,2019,Leilão 6/2014,24,9.4,94,136.5,nocity / BA,Vento,PIE,"89,950,760.00",Centrais Eólicas Assuruá S.A.,2014,51.40081338,33872104,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.033872104
689,26,EOL Campo Largo III,0.02,50,A-5,2019,Leilão 6/2014,29.37,13.8,138,135.49,nocity / BA,Vento,PIE,"112,800,000.00",CLWP Eólica Parque III Ltda.,2014,51.02048501,42476277,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.042476277
690,27,EOL Campo Largo IV,0.02,50,A-5,2019,Leilão 6/2014,29.37,13.4,134,135.48,nocity / BA,Vento,PIE,"112,800,000.00",CLWP Eólica Parque IV Ltda.,2014,51.01671939,42476277,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.042476277
691,28,EOL Campo Largo V,0.02,50,A-5,2019,Leilão 6/2014,29.37,13.8,138,135.47,nocity / BA,Vento,PIE,"112,800,000.00",CLWP Eólica Parque V Ltda.,2014,51.01295376,42476277,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.042476277
692,29,EOL Campo Largo VI,0.02,50,A-5,2019,Leilão 6/2014,29.37,14.1,141,135.46,nocity / BA,Vento,PIE,"112,800,000.00",CLWP Eólica Parque VI Ltda.,2014,51.00918813,42476277,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.042476277
693,30,EOL Campo Largo VII,0.02,50,A-5,2019,Leilão 6/2014,29.37,14.1,141,135.45,nocity / BA,Vento,PIE,"112,800,000.00",CLWP Eólica Parque VII Ltda.,2014,51.0054225,42476277,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.042476277
694,31,EOL Campo Largo XXI,0.02,50,A-5,2019,Leilão 6/2014,29.7,13.4,134,135.44,nocity / BA,Vento,PIE,"124,697,410.00",CLWP Eólica Parque XXI Ltda.,2014,51.00165688,46956398,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.046956398
695,32,EOL Umburanas 17,0.02,50,A-5,2019,Leilão 6/2014,24,11.7,114,136.42,nocity / BA,Vento,PIE,"93,595,250.00","Consórcio Renova Moinhos de Vento 2:
Moinhos de Vento Energia S.A. 0,01%
Renova Energia S.A. – Líder 99,99%",2014,51.37068836,35244483,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.035244483
696,33,EOL Umburanas 19,0.02,50,A-5,2019,Leilão 6/2014,26,12.1,118,136.42,nocity / BA,Vento,PIE,"98,904,610.00","Consórcio Renova Moinhos de Vento 2:
Moinhos de Vento Energia S.A. 0,01%
Renova Energia S.A. – Líder 99,99%",2014,51.37068836,37243790,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.03724379
697,34,EOL Umburanas 21,0.02,50,A-5,2019,Leilão 6/2014,24,10.6,103,136.42,nocity / BA,Vento,PIE,"85,490,390.00","Consórcio Renova Moinhos de Vento 2:
Moinhos de Vento Energia S.A. 0,01%
Renova Energia S.A. – Líder 99,99%",2014,51.37068836,32192495,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.032192495
698,35,EOL Umburanas 23,0.02,50,A-5,2019,Leilão 6/2014,17,7.3,71,136.42,nocity / BA,Vento,PIE,"66,284,850.00","Consórcio Renova Moinhos de Vento 2:
Moinhos de Vento Energia S.A. 0,01%
Renova Energia S.A. – Líder 99,99%",2014,51.37068836,24960404,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.024960404
699,36,EOL Umburanas 25,0.02,50,A-5,2019,Leilão 6/2014,17,7.7,75,136.42,nocity / BA,Vento,PIE,"68,385,180.00","Consórcio Renova Moinhos de Vento 2:
Moinhos de Vento Energia S.A. 0,01%
Renova Energia S.A. – Líder 99,99%",2014,51.37068836,25751310,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.02575131
700,43,EOL Ventos da Santa Dulce,0.02,50,A-5,2019,Leilão 6/2014,28,12.8,90,135.27,nocity / BA,Vento,PIE,"100,881,200.00","Consórcio EGP Casa dos Ventos I:
Casa dos Ventos Energias Renováveis S.A. – Líder 0,05%
Enel Brasil Participações Ltda. 99,90%
Salus - Fundo de Investimento em Participações 0,05%",2014,50.93764121,37988101,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.037988101
701,44,EOL Ventos da Santa Esperança,0.02,50,A-5,2019,Leilão 6/2014,28,13.1,92,135.26,nocity / BA,Vento,PIE,"100,881,200.00","Consórcio EGP Casa dos Ventos I:
Casa dos Ventos Energias Renováveis S.A. – Líder 0,05%
Enel Brasil Participações Ltda. 99,90%
Salus - Fundo de Investimento em Participações 0,05%",2014,50.93387558,37988101,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.037988101
702,45,EOL Ventos do São Mario,0.02,50,A-5,2019,Leilão 6/2014,28,13.9,98,137,nocity / BA,Vento,PIE,"100,881,200.00","Consórcio EGP Casa dos Ventos I:
Casa dos Ventos Energias Renováveis S.A. – Líder 0,05%
Enel Brasil Participações Ltda. 99,90%
Salus - Fundo de Investimento em Participações 0,05%",2014,51.58909474,37988101,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.037988101
703,46,EOL Ventos do São Paulo,0.02,50,A-5,2019,Leilão 6/2014,28,13.8,97,135.25,nocity / BA,Vento,PIE,"100,881,200.00","Consórcio EGP Casa dos Ventos I:
Casa dos Ventos Energias Renováveis S.A. – Líder 0,05%
Enel Brasil Participações Ltda. 99,90%
Salus - Fundo de Investimento em Participações 0,05%",2014,50.93010996,37988101,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.037988101
704,6,UFV Ituverava 1,0.016,62,LER,2017,Leilão 8/2014,30,8.4,84,214.83,nocity / BA,Sol,PIE,"156,636,000.00","Consórcio EGP-Bondia:
Bondia Energia Ltda. (0,01%)
Enel Brasil Participações Ltda.(99,99% - Líder)",2014,80.89697244,58983281,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.058983281
705,7,UFV Ituverava 2,0.016,62,LER,2017,Leilão 8/2014,30,8.4,84,214.84,nocity / BA,Sol,PIE,"156,636,000.00","Consórcio EGP-Bondia:
Bondia Energia Ltda. (0,01%)
Enel Brasil Participações Ltda.(99,99% - Líder)",2014,80.90073806,58983281,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.058983281
706,8,UFV Ituverava 3,0.016,62,LER,2017,Leilão 8/2014,30,8.4,84,214.85,nocity / BA,Sol,PIE,"156,636,000.00","Consórcio EGP-Bondia:
Bondia Energia Ltda. (0,01%)
Enel Brasil Participações Ltda.(99,99% - Líder)",2014,80.90450369,58983281,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.058983281
707,9,UFV Ituverava 4,0.016,62,LER,2017,Leilão 8/2014,30,8.4,84,214.86,nocity / BA,Sol,PIE,"156,636,000.00","Consórcio EGP-Bondia:
Bondia Energia Ltda. (0,01%)
Enel Brasil Participações Ltda.(99,99% - Líder)",2014,80.90826932,58983281,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.058983281
708,10,UFV Ituverava 5,0.016,62,LER,2017,Leilão 8/2014,30,8.4,84,214.87,nocity / BA,Sol,PIE,"156,636,000.00","Consórcio EGP-Bondia:
Bondia Energia Ltda. (0,01%)
Enel Brasil Participações Ltda.(99,99% - Líder)",2014,80.91203495,58983281,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.058983281
709,11,UFV Ituverava 6,0.016,62,LER,2017,Leilão 8/2014,30,8.4,84,214.88,nocity / BA,Sol,PIE,"156,636,000.00","Consórcio EGP-Bondia:
Bondia Energia Ltda. (0,01%)
Enel Brasil Participações Ltda.(99,99% - Líder)",2014,80.91580057,58983281,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.058983281
710,12,UFV Ituverava 7,0.016,62,LER,2017,Leilão 8/2014,30,8.4,84,214.89,nocity / BA,Sol,PIE,"156,636,000.00","Consórcio EGP-Bondia:
Bondia Energia Ltda. (0,01%)
Enel Brasil Participações Ltda.(99,99% - Líder)",2014,80.9195662,58983281,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.058983281
711,22,UFV Solar Caetité 1,0.016,62,LER,2017,Leilão 8/2014,29.97,6.6,66,207.52,nocity / BA,Sol,PIE,"140,007,000.00",Rio Energy EOL IV Geração e Comercialização de Energia Ltda.,2014,78.14429884,52721419,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.052721419
712,23,UFV Solar Caetité 2,0.016,62,LER,2017,Leilão 8/2014,29.97,6.6,66,207.52,nocity / BA,Sol,PIE,"140,007,000.00",Rio Energy EOL IV Geração e Comercialização de Energia Ltda.,2014,78.14429884,52721419,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.052721419
713,24,UFV Solar Caetité 3,0.016,62,LER,2017,Leilão 8/2014,29.97,6.6,66,207.52,nocity / BA,Sol,PIE,"140,007,000.00",Rio Energy EOL IV Geração e Comercialização de Energia Ltda.,2014,78.14429884,52721419,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.052721419
714,25,UFV Caetité I,0.016,62,LER,2017,Leilão 8/2014,29.75,6.5,65,220.3,nocity / BA,Sol,PIE,"148,950,000.00",Renova Energia S.A.,2014,82.9567706,56089019,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.056089019
715,26,UFV Caetité II,0.016,62,LER,2017,Leilão 8/2014,29.75,6.5,65,220.3,nocity / BA,Sol,PIE,"148,950,000.00",Renova Energia S.A.,2014,82.9567706,56089019,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.056089019
716,27,UFV Caetité IV,0.016,62,LER,2017,Leilão 8/2014,29.75,6.5,65,220.3,nocity / BA,Sol,PIE,"148,950,000.00",Renova Energia S.A.,2014,82.9567706,56089019,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.056089019
717,28,UFV Caetité V,0.016,62,LER,2017,Leilão 8/2014,10.5,2.3,23,220.3,nocity / BA,Sol,PIE,"53,425,000.00",Renova Energia S.A.,2014,82.9567706,20117864,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.020117864
718,32,EOL Assuruá III,0.016,62,LER,2017,Leilão 8/2014,12,5.9,59,142.9,nocity / BA,Vento,PIE,"44,974,870.00",Centrais Eólicas Assuruá S.A.,2014,53.81081488,16935860,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.01693586
719,33,EOL Assuruá IV,0.016,62,LER,2017,Leilão 8/2014,30,13.1,131,142.9,nocity / BA,Vento,PIE,"112,439,180.00",Centrais Eólicas Assuruá S.A.,2014,53.81081488,42340405,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.042340405
720,34,EOL Capoeiras III,0.016,62,LER,2017,Leilão 8/2014,28,11.6,116,142.92,nocity / BA,Vento,PIE,"104,942,040.00",Centrais Eólicas Assuruá S.A.,2014,53.81834614,39517262,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.039517262
721,35,EOL Curral de Pedras I,0.016,62,LER,2017,Leilão 8/2014,20,9,90,142.9,nocity / BA,Vento,PIE,"74,960,450.00",Centrais Eólicas Assuruá S.A.,2014,53.81081488,28227312,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.028227312
722,36,EOL Curral de Pedras II,0.016,62,LER,2017,Leilão 8/2014,30,13.5,135,142.9,nocity / BA,Vento,PIE,"112,439,180.00",Centrais Eólicas Assuruá S.A.,2014,53.81081488,42340405,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.042340405
723,37,EOL Diamante II,0.016,62,LER,2017,Leilão 8/2014,18,7.7,77,142.91,nocity / BA,Vento,PIE,"67,464,320.00",Centrais Eólicas Assuruá S.A.,2014,53.81458051,25404549,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.025404549
724,38,EOL Diamante III,0.016,62,LER,2017,Leilão 8/2014,18,7.9,79,142.9,nocity / BA,Vento,PIE,"67,464,320.00",Centrais Eólicas Assuruá S.A.,2014,53.81081488,25404549,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.025404549
725,39,EOL Laranjeiras I,0.016,62,LER,2017,Leilão 8/2014,28,11.7,117,142.92,nocity / BA,Vento,PIE,"104,942,040.00",Centrais Eólicas Assuruá S.A.,2014,53.81834614,39517262,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.039517262
726,40,EOL Laranjeiras II,0.016,62,LER,2017,Leilão 8/2014,30,13.2,132,142.91,nocity / BA,Vento,PIE,"112,439,180.00",Centrais Eólicas Assuruá S.A.,2014,53.81458051,42340405,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.042340405
727,41,EOL Laranjeiras V,0.016,62,LER,2017,Leilão 8/2014,26,10.8,108,142.92,nocity / BA,Vento,PIE,"97,447,900.00",Centrais Eólicas Assuruá S.A.,2014,53.81834614,36695248,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.036695248
728,51,EOL Delfina I,0.016,62,LER,2017,Leilão 8/2014,30,13.6,136,138.89,nocity / BA,Vento,PIE,"113,154,420.00","Consórcio EGP-Sowitec-Delfina:
Parque Eólico Delfina Ltda. (0,1%)
Enel Brasil Participações Ltda. (99,90% - Líder)",2014,52.30079831,42609738,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.042609738
729,52,EOL Delfina II,0.016,62,LER,2017,Leilão 8/2014,30,13.6,136,138.87,nocity / BA,Vento,PIE,"113,154,420.00","Consórcio EGP-Sowitec-Delfina:
Parque Eólico Delfina Ltda. (0,1%)
Enel Brasil Participações Ltda. (99,90% - Líder)",2014,52.29326706,42609738,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.042609738
730,53,EOL Delfina V,0.016,62,LER,2017,Leilão 8/2014,30,13.6,136,138.88,nocity / BA,Vento,PIE,"113,154,420.00","Consórcio EGP-Sowitec-Delfina:
Parque Eólico Delfina Ltda. (0,1%)
Enel Brasil Participações Ltda. (99,90% - Líder)",2014,52.29703269,42609738,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.042609738
731,56,EOL Mulungu,0.016,62,LER,2017,Leilão 8/2014,14.7,6.5,65,138.9,nocity / BA,Vento,PIE,"59,982,900.00",Renova Energia S.A.,2014,52.30456394,22587325,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.022587325
732,57,EOL Pau Santo,0.016,62,LER,2017,Leilão 8/2014,18,9.2,92,138.9,nocity / BA,Vento,PIE,"71,516,120.00",Renova Energia S.A.,2014,52.30456394,26930306,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.026930306
733,58,EOL Quina,0.016,62,LER,2017,Leilão 8/2014,10.8,5.2,52,138.9,nocity / BA,Vento,PIE,"46,317,420.00",Renova Energia S.A.,2014,52.30456394,17441414,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.017441414
734,10,EOL Itarema IV,0.045,22,A-3,2017,Leilão 3/2014,21,11.1,9.4,130.99,nocity / CE,Vento,PIE,"95,446,000.00",Itarema Geração de Energia Ltda.,2014,49.3259527,35941407,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.035941407
735,11,EOL Itarema IX,0.045,22,A-3,2017,Leilão 3/2014,30,15.3,12.3,131.89,nocity / CE,Vento,PIE,"79,136,000.00",Itarema Geração de Energia Ltda.,2014,49.66485917,29799669,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.029799669
736,12,EOL Itarema VI,0.045,22,A-3,2017,Leilão 3/2014,24,12.2,10.7,130.97,nocity / CE,Vento,PIE,"69,242,000.00",Itarema Geração de Energia Ltda.,2014,49.31842145,26073957,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.026073957
737,13,EOL Itarema VII,0.045,22,A-3,2017,Leilão 3/2014,21,10.9,9.3,130.98,nocity / CE,Vento,PIE,"69,242,000.00",Itarema Geração de Energia Ltda.,2014,49.32218708,26073957,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.026073957
738,14,EOL Itarema VIII,0.045,22,A-3,2017,Leilão 3/2014,21,10.2,9.1,131,nocity / CE,Vento,PIE,"102,940,000.00",Itarema Geração de Energia Ltda.,2014,49.32971833,38763368,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.038763368
739,14,UFV FRV Banabuiú,0.016,62,LER,2017,Leilão 8/2014,30,7.3,73,200.84,nocity / CE,Sol,PIE,"140,050,000.00",Fotowatio do Brasil Projetos de Energia Renováveis III Ltda.,2014,75.62885977,52737611,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.052737611
740,15,UFV FRV Massapê,0.016,62,LER,2017,Leilão 8/2014,30,7.1,71,200.82,nocity / CE,Sol,PIE,"139,490,000.00",Fotowatio do Brasil Projetos de Energia Renováveis Ltda.,2014,75.62132851,52526736,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.052526736
741,5,UTE CNE,0.02,50,A-5,2019,Leilão 6/2014,105,59.8,430,205.23,nocity / GO,Bagaço de Cana,PIE,"231,600,100.00",Centro Norte Energia Sociedade Anônima,2014,77.28197018,87211967,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.087211967
742,10,UTE Porto das Águas,0.02,50,A-5,2019,Leilão 6/2014,90,26.1,185,199.93,nocity / GO,Bagaço de Cana,PIE,"45,000,000.00",Cerradinho Bioenergia S.A.,2014,75.28618768,16945323,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.016945323
743,13,UFV FCR III Itapuranga,0.016,62,LER,2017,Leilão 8/2014,10,1.8,18,220,nocity / GO,Sol,PIE,"52,910,000.00",FCR VII Usina de Energia Fotovoltaica Ltda.,2014,82.84380178,19923934,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.019923934
744,6,UTE Delta ,0.02,50,A-5,2019,Leilão 6/2014,30,6.4,64,197,nocity / MG,Bagaço de Cana,PIE,"30,000,000.00",Usina Delta S.A.,2014,74.18285886,11296882,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.011296882
745,29,UFV Vazante 1,0.016,62,LER,2017,Leilão 8/2014,30,6,60,216.12,nocity / MG,Sol,PIE,"128,320,000.00","Consórcio Vazante 1:
Sevilha Serviços Administrativos Ltda. (0,01%)
Canadian Solar Inc. (99,99% - Líder)",2014,81.38273836,48320530,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.04832053
746,30,UFV Vazante 2,0.016,62,LER,2017,Leilão 8/2014,30,6,60,216.12,nocity / MG,Sol,PIE,"128,320,000.00","Consórcio Vazante 2:
Salgueiro Serviços Administrativos Ltda. (0,01%)
Canadian Solar Inc. (99,99% - Líder)",2014,81.38273836,48320530,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.04832053
747,31,UFV Vazante 3,0.016,62,LER,2017,Leilão 8/2014,30,6,60,216.12,nocity / MG,Sol,PIE,"128,320,000.00","Consórcio Vazante 3:
Minas Serviços Administrativos Ltda. (0,01%)
Canadian Solar Inc. (99,99% - Líder)",2014,81.38273836,48320530,0.50395574,231,20.54841076,3.571425711,12.4,317133,2.6556,0.04832053
